#Energy data:
#X,Y,Z,Energy
5.24602,2.11928,310.887,0.0494065
5.35914,2.10715,311,7.18402e-32
5.44607,2.0597,311.042,0.263774
5.59539,1.94853,311.128,0.0317328
5.70163,1.8274,311.099,0.0568363
5.76884,1.75173,311.012,0.00931401
5.79221,1.73347,311,7.81469e-32
5.80854,1.72807,310.991,0.00592838
5.84462,1.71758,310.981,0.0336977
5.88587,1.71124,310.972,0.00762963
5.92839,1.71207,310.965,0.0197237
5.96769,1.71732,310.97,0.00745547
6.0031,1.7253,310.985,0.00759042
6.02238,1.73088,310.998,0.000646348
6.02453,1.73167,311,5.2474e-32
6.03061,1.73565,311.009,0.00299199
6.04422,1.74633,311.025,0.00594825
6.06296,1.75663,311.035,0.00462364
6.08531,1.7641,311.033,0.00585264
6.10655,1.77174,311.025,0.00807787
6.12898,1.778,311.019,0.00477133
6.15396,1.77948,311.018,0.012737
6.17913,1.77648,311.016,0.00535192
6.20271,1.77569,311.011,0.00416982
6.22417,1.78133,311.005,0.0103021
6.23454,1.78572,311,1.73729e-31
6.24065,1.78565,310.998,0.00561102
6.2539,1.786,310.998,0.00643886
6.26203,1.78667,311,0.00142889
6.26303,1.78691,311,1.70954e-31
6.268,1.78753,311.002,0.00311407
6.27788,1.78852,311.002,0.00154804
6.28706,1.78868,311.001,0.00209781
6.29136,1.78847,311,1.31983e-30
6.29655,1.78678,311,0.00231992
6.30284,1.7845,311,0.000919778
6.30394,1.78391,311,1.54356e-31
6.30785,1.78213,311.001,0.00313533
6.31676,1.77886,311.005,0.00345098
6.32639,1.77433,311.008,0.00286466
6.33518,1.76967,311.009,0.00251359
6.34446,1.7677,311.007,0.00146996
6.35394,1.76619,311.005,0.00201322
6.36053,1.76487,311.002,0.00116574
6.36273,1.76471,311,1.17685e-31
6.36659,1.76351,310.999,0.00268045
6.37435,1.76153,310.996,0.00242505
6.3813,1.7582,310.994,0.00271034
6.38698,1.75338,310.991,0.00210846
6.3923,1.74915,310.987,0.00197483
6.3977,1.744,310.982,0.00272937
6.40467,1.73761,310.979,0.00416133
6.41415,1.73153,310.976,0.00474729
6.42546,1.72351,310.973,0.00721737
6.43734,1.71213,310.974,0.0063062
6.44965,1.70403,310.979,0.00396416
6.46026,1.70156,310.984,0.00575348
6.46228,1.70394,310.985,0.00410037
6.45771,1.70728,310.979,0.0064301
6.45025,1.70706,310.968,0.00855884
6.43974,1.71379,310.96,0.0087694
6.42875,1.72545,310.956,0.0399112
-0.0074723,-0.00589886,151.798,0.0638194
-0.0149446,-0.0117977,152,2.87522e-32
-0.0333962,0.00138952,152.5,0.14349
-0.0518482,0.0145768,153,3.55483e-32
-0.411728,0.0861759,153.5,0.2015
-0.771607,0.157775,154,3.42872e-32
-1.07705,0.287499,154.5,0.200281
-1.38249,0.417224,155,3.54418e-32
-1.75156,0.384273,155.5,0.162145
-2.12063,0.351322,156,3.74104e-32
-2.53474,0.240104,156.5,0.193211
-2.94885,0.128887,157,3.48119e-32
-3.29596,0.0412926,157.5,0.157125
-3.64308,-0.0463016,158,3.5574e-32
-3.85039,-0.18945,158.293,0.108012
-4.17916,-0.442055,158.793,0.116727
-4.30063,-0.55151,159,3.64441e-32
-4.61748,-0.827492,159.5,0.185332
-4.93433,-1.10347,160,3.74789e-32
-5.26096,-1.416,160.5,0.216235
-5.58758,-1.72852,161,3.9384e-32
-5.94855,-2.08305,161.5,0.222101
-6.30952,-2.43758,162,4.73912e-32
-6.64822,-3.04947,162.5,0.246467
-6.98692,-3.66137,163,2.92908e-32
-7.13105,-3.78118,163.5,0.182093
-7.27518,-3.901,164,3.30889e-32
-7.24709,-4.24115,164.5,0.16194
-7.21901,-4.5813,165,3.08393e-32
-7.1304,-4.83133,165.5,0.155266
-7.04178,-5.08135,166,3.41753e-32
-6.9449,-5.45061,166.5,0.174342
-6.84802,-5.81986,167,4.20951e-32
-7.43183,-5.7047,167.5,0.22084
-8.01564,-5.58955,168,4.97352e-32
-8.74935,-5.83574,168.5,0.357463
-9.48306,-6.08193,169,1.27376e-31
-10.5685,-6.73546,169.074,0.396017
-12.2411,-7.86397,169.574,0.533799
-12.8284,-8.33895,170,4.0693e-32
-12.8937,-8.38995,170.142,0.0477358
-12.999,-8.55287,170.384,0.0422955
-13.0174,-8.77807,170.602,0.0678072
-12.9518,-8.96456,170.845,0.0535069
-12.8911,-9.04429,170.984,0.00672746
-12.8743,-9.05085,171,4.19246e-32
-12.8342,-9.06446,171.045,0.0248089
-12.7476,-9.07753,171.127,0.017282
-12.6653,-9.07838,171.212,0.0128954
-12.5821,-9.06151,171.302,0.0194203
-12.4474,-8.99225,171.379,0.0354623
-12.2735,-8.88336,171.481,0.05961
-12.1972,-8.70665,171.592,0.06579
-12.2226,-8.50068,171.609,0.0315838
-12.2251,-8.29419,171.571,0.0572335
-12.1868,-8.08338,171.508,0.0668642
-12.1522,-7.91589,171.471,0.155169
-0.241137,-0.390237,206.616,0.233842
-0.482273,-0.780475,207,3.00014e-32
-0.402107,-0.975203,207.31,0.115091
-0.387345,-1.30687,207.81,0.0608772
-0.452749,-1.44381,208,2.95298e-32
-0.585696,-1.53799,208.237,0.0982012
-0.879724,-1.61966,208.654,0.071353
-1.09558,-1.70831,208.917,0.0404065
-1.15035,-1.80946,209,1.59032e-31
-1.27898,-1.85227,209.008,0.0413962
-1.47921,-1.94008,209.008,0.0230647
-1.55081,-1.9851,209,7.30987e-32
-1.60265,-2.04528,208.953,0.0210277
-1.71766,-2.17338,208.85,0.137801
-1.82407,-2.32149,208.764,0.0345845
-1.85507,-2.48666,208.671,0.0337173
-1.80216,-2.69499,208.594,0.0492822
-1.72637,-2.89527,208.513,0.0420929
-1.67586,-3.04897,208.347,0.0477864
-1.67221,-3.21904,208.188,0.0713946
-1.69873,-3.3729,208.069,0.0863365
-1.71488,-3.43322,208.005,0.00245244
-1.71626,-3.43296,208,6.55443e-32
-1.71681,-3.43341,207.996,0.00346488
-1.71793,-3.43327,207.988,0.00336034
-1.71992,-3.43116,207.981,0.00122243
-1.72353,-3.42776,207.97,0.00389125
-1.72161,-3.42147,207.954,0.00804732
-1.7213,-3.41813,207.926,0.0158124
-1.74647,-3.40147,207.902,0.0265241
-1.77922,-3.38317,207.892,0.0527578
-0.0766632,-0.12193,363.592,0.103375
-0.153327,-0.243861,364,3.15856e-32
-0.333414,-0.465433,364.5,0.147164
-0.513501,-0.687005,365,3.13217e-32
-0.529828,-0.965651,365.5,0.154898
-0.546155,-1.2443,366,3.02143e-32
-0.672209,-1.44702,366.5,0.221325
-0.798263,-1.64974,367,3.76189e-32
-0.971964,-2.09663,367.5,0.21658
-1.14566,-2.54352,368,4.53837e-32
-1.1631,-3.21682,368.5,0.229765
-1.18054,-3.89012,369,3.55437e-32
-1.28778,-4.30592,369.5,0.208936
-1.39501,-4.72172,370,7.02909e-32
-1.44098,-5.85798,370.467,0.984925
-1.54258,-7.07509,370.967,0.0238862
